Category,speed,direction,lane,episode,time header,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,x,y
Cat3,15mph,lr,opposite,1,1625003592.5663767,1625003593.5783803,9936,1625003592,566376717,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003593.5779622,1625003594.586929,9937,1625003593,577962128,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003594.5863988,1625003595.598779,9938,1625003594,586398835,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003595.5981665,1625003596.6071568,9939,1625003595,598166528,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003596.6066954,1625003597.6205761,9940,1625003596,606695498,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003597.620117,1625003598.626676,9941,1625003597,620117001,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003598.6262481,1625003599.646772,9942,1625003598,626248115,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003599.646278,1625003600.6607068,9943,1625003599,646277937,,0,1,42.338026666666664,-71.08661866666667,6.0,35.66400141269157,-11.332782064875524
Cat3,15mph,lr,opposite,1,1625003600.6569831,1625003601.6666665,9944,1625003600,656983175,,0,1,42.33802133333333,-71.08661333333333,6.0,36.102037705560754,-11.925374657550947
Cat3,15mph,lr,opposite,1,1625003601.6662905,1625003602.6830914,9945,1625003601,666290430,,0,1,42.33799466666667,-71.08658133333333,6.0,38.73025460052954,-14.888337620138575
Cat3,15mph,lr,opposite,1,1625003602.6781836,1625003603.686545,9946,1625003602,678183563,,0,1,42.337944,-71.08653333333334,6.0,42.67258565076077,-20.51796724976561
Cat3,15mph,lr,opposite,1,1625003603.6861129,1625003604.6978261,9947,1625003603,686112887,,0,1,42.337888,-71.08646933333333,6.0,47.92902758995434,-26.74018947206807
Cat3,15mph,lr,opposite,1,1625003604.6975505,1625003605.707711,9948,1625003604,697550627,,0,1,42.33783733333333,-71.086416,6.0,52.309401110928725,-32.36981910169511
Cat3,15mph,lr,opposite,1,1625003605.707375,1625003606.7217464,9949,1625003605,707374994,,0,1,42.337792,-71.08636266666667,6.0,56.68977575723418,-37.40685613864672
Cat3,15mph,lr,opposite,1,1625003606.7214327,1625003607.736985,9950,1625003606,721432581,,0,1,42.337757333333336,-71.08633066666667,6.0,59.31800558312948,-41.25870799024748
Cat3,15mph,lr,opposite,1,1625003607.736486,1625003608.738564,9951,1625003607,736486055,,0,1,42.33773333333333,-71.086304,6.0,61.508195820516455,-43.92537465728689
Cat3,15mph,lr,opposite,1,1625003608.7381556,1625003609.7466428,9952,1625003608,738155503,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003609.7463763,1625003610.766621,9953,1625003609,746376358,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003610.7662067,1625003611.784742,9954,1625003610,766206623,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003611.7842507,1625003612.786382,9955,1625003611,784250653,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003612.786094,1625003613.798076,9956,1625003612,786094019,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003613.797718,1625003614.8068883,9957,1625003613,797718040,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003614.806476,1625003615.8180597,9958,1625003614,806476019,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003615.8176687,1625003616.8262308,9959,1625003615,817668749,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003616.8259826,1625003617.8405058,9960,1625003616,825982479,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003617.840186,1625003618.8462214,9961,1625003617,840186104,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003618.8458,1625003619.8605804,9962,1625003618,845799968,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003619.860299,1625003619.9760122,9963,1625003619,860299062,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
Cat3,15mph,lr,opposite,1,1625003620.8657303,1625003621.006065,9964,1625003620,865730388,,0,1,42.337722666666664,-71.086288,6.0,62.82230849933069,-45.11055984263774
